name,freereturns,items_sold,item_status,shipping_price,item_price
BareMinerals All Over Face Powder Warmth .05 Oz Bronzer Makeup Glow Sealed,True,,New without box,0,1500
Bobbi Brown Bronzing Powder (Golden Light) .080z/2.5g Mini New,False,55 sold,New without box,0,1499
Milk Makeup Matte Bronzer - Blaze - 1 oz Full Size,False,,Brand New,0,1900
Cargo Bronzer - Medium - Full Size 8.9g/  0.314oz. NWOB,True,,New without box,0,1499
New ListingbareMinerals Endless Summer Bronzer Warmth - .35 Oz In Box - AUTHENTIC 💯,False,,Brand New,0,2600
Lot Of (2) Too Faced Chocolate Soleil ~ Med./ Deep Matte Bronzer ~  2.5g/.08 oz.,False,,New without box,0,1095
Bobbi Brown Illuminating Bronzing Powder Maui Limited Package! NWOB,True,,New without box,0,2399
"CLINIQUE Powder Pop Flower Bronzer in ""SOLAR POP"" (.31oz/9gm) Full Size NWOB",False,41 sold,New without box,0,2895
Bonne Bell Gel Bronze Face & Body Bronzer - Extra Dark Coppered Bronze 417,True,91 sold,Brand New,0,5999
LANCOME STAR BRONZER Natural Glow Powder | 02 SOLAIRE | Travel Size .106oz  NEW,False,71 sold,Brand New,0,999
Mally Sunrise Sculpt Ombre Bronzer Shimmer Matte Deeper NEW IN BOX,True,,Brand New,0,1099
"SEPHORA COLLECTION Matte Bronzer,  #3 Santorini  Sealed New",False,,New without box,0,1698
BOBBI BROWN BRONZER BRUSH NEW-Sealed Authentic100%,True,112 sold,Brand New,0,2200
Physicians Formula Murumuru Butter Bronzer-6676 Bronzer-0.38 oz,False,,Brand New,0,1151
Huda Beauty Glowish Soft Radiance Bronzing Powder Travel Size .10 oz,False,,Brand New,408,1616
MAC Bronzing Powder Poudre Soleil (Matte Bronze) 10g/0.35 oz Full Size,True,21 sold,Brand New,,7995
MISSHA Cotton Contour,True,,Brand New,0,849
Nars Sunkissed Bronzing Cream ~ Laguna  ~ 0.67 oz / 19 g ~ BNIB/ See Description,True,,Brand New,0,2180
Benefit Cosmetics HOOLA DEEP Matte BRONZER TOASTED  0.28 oz / 8g  NEW,False,,Brand New,0,1804
LoveCraft Beauty Bronzer Palette - New,True,,New without box,0,1795
tarte PARK AVE PRINCESS Amazonian Clay Waterproof Bronzer 0.32 oz Brand New ,True,,Brand New,425,1485
Physicians Formula Bronze Booster Pressed Bronzer -  Choose Shade,True,,Brand New,0,1299
