name,freereturns,items_sold,item_status,shipping_price,item_price
"NWT! Squishmallows Fuzzamallow Candy The Bunny Rabbit 12"" Plush  Easter",False,,Brand New,999,2999
"NEW 2.5"" Yekaterina The Clown Bigfoot Squishmallow Plush Legendary squad Capsule",False,13 sold,Brand New,625,1200
Kellytoy Squishmallow Bronk The Bulldog Plush Stuffed Animal 8 inch Puppy Dog,False,,Pre-Owned,790,1490
2024 Panini Squishmallow Cards Optichrome Prizm Holo #37 Noro Cthulhu Fantasy,False,,Pre-Owned,175,299
Panini Squishmallows Card Easter Seasonal Prizm #3 Delzi Donkey Seasonal,False,,Pre-Owned,175,899
2024 Panini Squishmallow Optichrome Prizm Holo #20 Brenda Butterfly Wildlife,False,,Pre-Owned,175,299
Squishmallows Dohna Pink Panda Mischa The Snow Leopard 8 Inch Flip a Mallow NWT,False,,Brand New,462,3499
"Squishmallow Stanley the Panda 8"" plush NWT US SELLER",False,162 sold,Brand New,0,1898
"Squishmallow Kellytoy Plush 8"" Frankenstein Hello Kitty Sanrio Halloween",False,,Brand New,,1499
⭐️ Squishmallow Micromallow 2.5” W Tag Series 3 Clay Cow,False,,Brand New,585,1500
"NEW SEALED SQUISHMALLOWS 4"" SUPER SOFT PLUSH MYSTERY SQUAD * 6 TO COLLECT ",False,,Brand New,585,1
"Squishmallows 8"" Emanga Blue Tan Cheetah Leopard Plush KellyToys Stuffed Animal",False,,Pre-Owned,462,1299
2.5” Original Squishmallows *Lobert the Lobster* Micromallows Plush Series 2,False,,Brand New,0,1399
"Squishmallows JUMBO ERICA The Peach Chinchilla  24"" Plush Toy ⭐ 2025 RARE!! NEW!",False,,Brand New,0,5275
"Squishmallow Kellytoy Plush Sonic the Hedgehog Shadow 8"" Inch NWT NEW",False,,Brand New,,2499
"Amal The Moth Squishmallow 5 Inch Squishmallows Fuzzy Soft Stuffed Animal Toy 5""",False,,Brand New,0,1499
"Squishmallow 8"" Michaela The Spotted Leopard Plush Wildlife Squad",False,,Pre-Owned,0,1800
"Squishmallows Kellytoy Plush Hug Mees Bevalee Unicorn Monica the Axolotl 10"" NWT",False,,Brand New,,1998
Panini Squishmallows Card #10 Valentines Prizm Shelly Dessert  Seasonal,False,,Pre-Owned,175,499
2024 Panini Squishmallow Cards Optichrome Prizm Holo # 69 Simone Shrimp Sealife,False,,Pre-Owned,175,299
2024 Panini Squishmallow Cards Optichrome Prizm Holo #40 Davina Otocorn Fantasy,False,,Pre-Owned,175,299
2024 Panini Squishmallow Cards Optichrome Prizm Holo # 73 Gordon Shark Sealife,False,,Pre-Owned,175,299
"Original Squishmallows 5"" Joelle The Bigfoot With Flower",False,,Brand New,655,999
Squishmallow 5” Benny In Cow Costume,False,,Brand New,655,2100
SQUISHMALLOW TSUNAMEEZ CAM THE CAT KEY CHAIN IN HAND FAST SHIPPING,False,,Brand New,0,1499
"Squishmallow Kellytoy Plush Limited Squad Eden The Purple Big Foot Yeti 8"" NWT",False,,Brand New,,1499
"Squishmallow Kellytoy Plush Sanrio Kuromi 8"" Easter 2024 NWT NEW",False,,Brand New,,1798
"Original Squishmallows 8"" JT the Teal & Purple Bigfoot Sasquatch  Plush - New",True,,Brand New,699,1495
2024 Panini Squishmallow Trading Cards #4 Holo Foil SP Halloween Werewolf,False,,Pre-Owned,175,350
2024 Panini Squishmallow Cards Prizm Wildlife Squad Sunny Luanne Xiomara #14,False,,Pre-Owned,175,350
"NWT 12"" Edita the Burrito Squishmallow food squad KellyToy plush",False,,Brand New,899,1998
"Christopher 5"" Shark Watermelon Squishmallow Plush Nwt Crossover Stuffed Animal ",False,,Brand New,462,2000
Squishmallow Easter 2025 12 inch Dilka the Bigfoot Wearing Bunny Ears NEW w Tags,True,,Brand New,,2450
Snorlax Squishmallow 12 inch Pokemon Pokémon center exclusive Plush,False,,Brand New,,3199
"Squishmallows  Scarlet the Strawberry  5""",False,,Brand New,0,1199
Squishmallow Wanda the Chocolate Watermelon Valentines Day 2025 NEW 10 inch FTM,True,,Brand New,,2097
MICROMALLOWS SQUISHMALLOWS VALENTINES PLUSH BOUQUET **NEW**,False,,Brand New,0,3499
"NWT 2.5"" Micromallow by Squishmallow - ""Aldous the Fruit Bat"" MM2 #307",False,,Brand New,500,800
2025 Squishmallow 8” FRUMPY the VALENTINES DAY BIGFOOT NWT VERY RARE BRAND NEW,False,,Brand New,495,994
"Squishmallows Caedia The Blue Tie-dye Cow 16"" Plush Heart Ice Cream",False,,Brand New,999,2850
"Squishmallows Celebration Squad 8"" Henry the Birthday Turtle Plush Doll Toy",False,,Brand New,0,1998
NEW Squishmallow Hello Kitty Pompompurin Hoodie 8” Stuffed Plush ,False,,Brand New,635,1100
RARE Squishmallow Cicely the Cat 16” inch Valentines 2025 - FTM -  NEW w Tag,False,,Brand New,521,2795
"Squishmallow Official Kellytoy Plush Black Light Myrna the Griffin 8"" NWT",False,,Brand New,,999
"Squishmallow Kellytoy Perfect Pair 8"" Argie the Jelly Plush NWT NEW Single",False,,Brand New,,1499
Squishmallows 8” Antoni the Green & Tie Dye Brown Sea Turtle Squad Plush NWT,False,,Brand New,462,1350
"Squishmallows Kellytoy Plush Disney Pixar Hug Mees Buzz 10"" New with Tag",False,,Brand New,,1499
Squishmallow beula octopus 12 inch lavender purple,False,,Brand New,0,2900
"Squishmallows Squishville Series 2 CASE of 24 MYSTERY Eggs Mini 2"" Lot - Easter",False,,Brand New,2120,3990
"Squishmallows  Emerald the Green Pickle  14""",False,,Brand New,0,2999
Squishmallows Brunswick the Blueberry Bear 2.5 Inch Soft Plush Micromallow,False,,Pre-Owned,499,800
"Squishmallow 8"" Edie the Pastel Easter Egg Kelly Toys 2021 S040",False,,Pre-Owned,0,1295
Squishmallows Squish-a-Longs Mini-Squish Figures Lot Includes 2 Cases Cow Purple,False,,Pre-Owned,595,999
"by Squishmallows 25 Pack - Series 2 - (25) 1” Mini-Squish, 5 Accessories, 1 Ring",True,,Brand New,0,3427
Squishmallow Millennia 8” RARE Vampire Bat Velvet w/ Silver Rhinestone Accents,False,,Brand New,451,2295
squishmallow lot Of 8 & Girls Headband..display Models,False,,Pre-Owned,799,5500
Squishmallow Ms. K the Clown 10 inch Exclusive Rare NEW Plush Halloween 2024 Tag,True,,Brand New,,2447
Squishmallows 10'' Pokemon Snorlax Plush New With Tag,False,,Brand New,0,2699
"Squishmallows Hybrid Sweet Squad 8"" Miriam the Cupcake Cat Plush Doll Toy",False,,Brand New,0,1698
"7.5"" Squishmallows Plush Ulana the Turkey thanksgiving",False,,Pre-Owned,601,1299
Squishmallows Clip Benny the Bigfoot in Frog Costume 3.5” Epic Collection New,False,,Brand New,675,1800
Squishmallows 2.5” Micromallow Katinka the Banana Cat Mini Plush with Capsule,False,,Brand New,500,1200
Squishmallow Graciela the Flowering Cactus 12 inch NEW with Tag Plush Mint Pink,True,,Brand New,,2447
2024 Panini Squishmallow Optichrome Prizm Holo #100 Charles Mustache Pickle Food,False,,Pre-Owned,175,299
Squishmallow Panini Trading Card Holiday Johann Christmas Tree #4 Foil,False,,Pre-Owned,175,350
Panini Squishmallows Card #1 Valentines Prizm Atwater Devil Bat Seasonal,False,,Pre-Owned,175,499
2024 Panini Squishmallow Cards Holo Silver Foil # 3 Mallow Styles,False,,Pre-Owned,175,350
2024 Panini Squishmallow Optichrome Prizm Holo # 89 Chanel Cinnamon Roll Food,False,,Pre-Owned,175,299
Panini Squishmallows Card #7 Ileana Easter Foil Bunny Cupcake Seasonal,False,,Pre-Owned,175,499
"Squishmallows Kellytoy Easter Plush Stackable Camden the Chick 12"" NWT",False,,Brand New,,1998
"✨️ Pikachu 20"" Squishmallow 2024 Holiday Plush Winter HatNWT Pokemon Collectible",False,,Brand New,1171,2540
Squishmallow Lorono the 16 inch Lobster Roll NEW with Tags Jumbo Plush,False,,Brand New,0,2799
"Squishmallows 3.5"" Meghan The Bat Clip-On Plush Small Yellow",False,,Brand New,0,625
Squishmallows Katinka the Banana Cat 2.5 Inch Soft Plush Micromallow,False,,Pre-Owned,499,1000
"SQUISHMALLOW Queen Bee Adopt Me! Plush 14"" KELLYTOY 2023 Stuffed Animal",False,,Pre-Owned,1000,1698
Large SQUISHMALLOW KellyToy Floyd the French Fries & Carl the Cheeseburger Plush,False,,Brand New,1960,5500
Squishmallows Nomi Banana Bigfoot Micromallow 2.5” with Name Card & Capsule,False,,Brand New,500,2000
"NWT 2.5"" Micromallow by Squishmallow - ""Cam the Cat""  MM2 #78",True,,Brand New,500,800
2024 Panini Squishmallow Cards Optichrome Prizm Holo # 99 Leticia Lemon Food,False,,Pre-Owned,175,299
2024 Panini Squishmallow Cards Optichrome Prizm Holo #80 Truman Turtle Sealife,False,,Pre-Owned,175,299
2024 Panini Squishmallow Cards Optichrome Prizm Holo #5 Paco Parrot Wildlife,False,,Pre-Owned,175,299
"Squishmallows  Dear the Frog  5""",False,,Brand New,0,999
Squishmallows Sanrio Pompompurin Hello Kitty Dreamland 8 Inch Soft Plush New,True,,Brand New,800,799
NWT SCARLET (Strawberry) Squishmallow 6 Inches Tall,False,,Brand New,462,1200
Squishmallows Blue and Pink Alijoon Stuffed Animal with Striped Horns love 2025,True,,Brand New,599,2400
"Squishmallows Kellytoy Plush Hug Mees Henry the Turtle 10"" NWT New with Tag",False,,Brand New,,1199
"Squishmallows   Lexie the Leopard  5""",False,,Brand New,0,999
"Squishmallow Seth the Panda with Cookies Squishmallow Plush Doll Kellytoy  4.5""",False,,Brand New,495,500
⭐️ Squishmallow 5” Benny Frog Costume Epic Squad,False,,Brand New,655,1400
Squishmallow Heidi the Husky 10” pink,False,,Brand New,0,2300
"Squishmallows Halloween 12"" Detra the Octopus Witch Animal Plush Doll Toy",False,,Brand New,0,2999
"New! 8"" Squishmallows SUE the Purple Cow Plush Toy, 2025 Select Series",True,,Brand New,0,3600
Valentines Day Squishmallow Magnis The Dog 5” 2024 Squishmallows,True,,Brand New,0,1260
Squishmallow Panini Trading Lowell Santa Bag Holiday Chrome Prizm Christmas # 6,False,,Pre-Owned,175,350
Panini Squishmallows Card Easter Seasonal Prizm #4 Eileen Butterfly Seasonal,False,,Pre-Owned,175,499
2024 Panini Squishmallow Cards Optichrome Prizm Holo #60 Puff Penguin Classic,False,,Pre-Owned,175,299
2024 Panini Squishmallow Cards Optichrome Prizm Holo #96 Ashley Apple Food,False,,Pre-Owned,175,299
Squishmallows Anjara the Bacon Breakfast Burrito Micromallow 2.5” Stuffed Plush,False,,Brand New,575,450
"Squishmallow Kellytoy Plush Sonic the Hedgehog Knuckles 8"" Inch NWT NEW",False,,Brand New,,1499
"Squishmallows Nestor The Chicken Nugget w/ Heart Valentines Day 8"" Plush NWT",True,,Brand New,0,1297
"Squishmallows Sleepy Eye Squad 12"" Aqua the Sloth Plush Doll Toy",False,,Brand New,0,2999
Squishmallows Ina Moth 8”,False,,Brand New,457,2000
"Squishmallows 7.5"" EYK The Dragon",False,,Pre-Owned,0,1499
2024 Panini Squishmallow Cards Optichrome Prizm Holo # 1 Maurice Moose Wildlife,False,,Pre-Owned,175,299
2024 Panini Squishmallow Cards Optichrome Prizm Holo #59 Rosie Pig Classic Squad,False,,Pre-Owned,175,299
New Spice The Devils Food Cake 8” Squishmallow Squishmallows Select Series LE,False,,Brand New,725,2124
"Squishmallow Jasper the Dragon 16"" Plush, Blue/Green Tie Dye Easter Dragon, Soft",True,28 sold,Brand New,0,4299
Squishmallows Ingeborg the Mint Cookie Cow 2.5 Inch Soft Plush Micromallow,False,,Pre-Owned,499,800
"Squishmallows Kellytoy Plush Hug Mees Renate the Koala 10"" NWT New with Tag",False,,Brand New,,1199
Calypsa the Rainbow Pride Dragon WayOUT Exclusive Squishmallow NWT,False,,Brand New,819,2500
Squishmallow Day 2025 Sue the Salty Cow 8 inch NEW Preorder March 15 Ship Date,True,,Brand New,,4550
Squishmallow Atoosa The Tiger 11” New Kellytoy! New With Tags!,True,,Brand New,0,1995
"Squishmallow   Lucille the Seal   4""",False,,Pre-Owned,450,385
"Squishmallow Olga The Octopus 12"" Plush NEW Kellytoy Stuffed Super Soft",False,,Brand New,0,1500
"NEW Lot of 4 Squishmallow The Lion King 8"" Soft Plush - Scar, Timon, Nala, Simba",False,,Brand New,1960,2795
Squishmallows Noy the Blobfish Clown 2.5 Inch Soft Plush Micromallow,False,,Pre-Owned,499,1000
"Brina Pink Bigfoot Squishmallow 5 Inch Squishmallows Soft Stuffed Animal Toy 5""",False,,Brand New,0,1499
Squishmallow Pikachu Pokemon 14” 14 inch Stuffed Plush Pokémon,False,,Brand New,,3199
"MS MISS THE CACTUS CAT 7-8"" SQUISHMALLOW ✨ Soft Plush Toy Collectible NWT",False,,Brand New,471,1450
"Squishmallows Sleepy Eye Squad 12"" Caeli the Tye Dyed Cat Plush Doll Toy",False,,Brand New,0,2999
"Squishmallows Sunny the Bee 5"" Yellow Soft Plush Official Kellytoy 2022 - NEW",False,,Brand New,0,1099
"Squishmallow Exclusive 5th Anniversary Special Edition Bundle Cam, Holly& Hoot",False,,Brand New,1258,18900
"Squishmallow Kellytoy Plush Disney Winnie The Pooh Tigger 8"" Inch NWT NEW",False,,Brand New,,1798
Squishmallows Micromallow Plush & Pin - Carlos,False,,Pre-Owned,400,399
"Squishmallows 16"" Plush - Armored Dino - Ainhoca - NEW FREE US SHIPPING",True,,Brand New,,1798
Squishmallows Zuli the Dragonfruit Bat 2.5 Inch Soft Plush Micromallow,False,,Pre-Owned,499,800
"Squishmallows Deja the Donut Brown 8"" Plush Toy Stuffed Animal NEW",False,,Brand New,499,499
Squishmallow Fuzzamallow 12 Inch Carl the Cheeseburger Soft Fuzzy Food Plush,False,,Pre-Owned,898,999
SQUISHMALLOW EXCLUSIVE SHEBA PURPLE COW Bigfoot 8” - Select SERIES BNWT PRE SALE,False,,Brand New,999,2999
Hug Mees Paw Patrol Skye Squishmallows  6” Plush Childs Ultra Soft Stuffed Toy,False,,Brand New,0,800
Squishmallows Micromallow Poplina the Boba Tea 2.5” Stuffed Plush,False,,Brand New,575,500
Squishmallows Myrna the Griffin Micromallow 2.5” Stuffed Plush,False,,Brand New,575,650
Squishmallow Omar Valentine Special Edition 8” Plush ,False,,Brand New,640,1195
"Squishmallows Kellytoy Plush Pet Shop Squad Abilene the Ostrich Emu 8"" NWT NEW",False,,Brand New,,1499
Squishmallows  Maya The Ice Cream  Soft Plush Animal Collection 8 Inch,False,,Pre-Owned,0,1800
NWT Squishmallows Select Series 12” Sanrio My Melody 50th Anniversary Plush,False,,Brand New,0,4990
"Squishmallows Holiday Hoodie Animal Squad 8"" Anoushka the Parakeet Plush Doll",False,,Brand New,0,1998
"CHASMEN THE AXOLOTL 7-8"" SQUISHMALLOW ✨ Soft Plush Toy Collectible NWT",False,,Brand New,471,1450
"Disney Squishmallow The Incredibles Jack Jack 7"" Plush ",False,,Brand New,457,1400
SQUISHMALLOW Pikachu 20”,False,,Brand New,0,7000
Squishmallow Gino 11” Rare Silver Tag,False,,Brand New,2265,2000
Squishmallow Gino 11” Rare Silver Tag,False,,Brand New,2265,2000
"Squishmallow Bernardo the Burrito Plush KellyToy 16"" Stuffed Animal Toy Food",False,,Brand New,767,1200
Squishmallows Plush Lindsay the Cheetah Rainbow  Blue Nose Pink Ears 2021 NWT,False,,Brand New,978,1998
Soft Holiday Squishmallow 8-Inch Ethel  Candy Cane Hot Cocoa Christmas 2024 NEW ,False,,Brand New,471,1595
"Squishmallows Griella the Cow 7.5"" with Bow Soft Plush Kellytoy",True,,Brand New,0,999
Squishmallows Aaliyah the Celestial Shark 5 Inch Soft Rare Plush New,False,,Brand New,499,1600
Squishmallow Dark Chao Sonic The Hedgehog Gamestop Exclusive Plush 8 Inch NEW,False,,Brand New,469,2329
Squishmallows HERMIONE GRANGER 8“ Stuffy Plush Wizarding World Of Harry Potter,False,,Pre-Owned,601,1599
Squishmallows Carlos the Crab Micromallow 2.5” Stuffed Plush,False,,Brand New,575,500
"Squishmallow Kellytoy Plush Disney Mickey with Bunny Ears 8"" Easter 2024 NWT",False,,Brand New,,1499
"Squishmallows Gabin the Axolotl Orange Pumpkin Halloween 2024 10""",False,,Brand New,960,2999
"Original Squishmallows Arilla The Armadillo 5"" Plush Toy 2024 New w/ Tag",False,,Brand New,0,988
NWT Squishmallow Katsla the Cat Night Mode Plush Collectible,True,,Brand New,944,2087
"Squishmallow Santos Hug A Pet Shark 22"" Hugmallow Rare HTF Plush Heart Patch",False,,Pre-Owned,898,2499
Kellytoy Squishmallow Jumbo 16” New Doxl The Frog Green Crown Prince,False,,Brand New,0,1898
"Squishmallows  4 pack Easter 2023 Iver, Bastian, Eileen, Dallas 7” Brand New",False,,Brand New,1171,1500
"ALLINA THE SQUIRREL 7-8"" SQUISHMALLOW ✨ Soft Plush Toy Collectible NWT",False,,Brand New,471,1250
"Squishmallows   Holly the Purple Owl  8""",False,,Brand New,0,1599
"Squishmallows 5"" Todd the Chicken",False,,Brand New,0,1495
"Squishmallows Kellytoy Sinclair The Avocado Toast Plush Toy Food Squad 5"" Dog",False,,Brand New,0,1499
NWT Squishmallows Day 2025 Select Series 8” Sue the Purple Pink Cow Plush,False,,Brand New,0,2990
NEW Squishmallows 5”  Easter 2021. Lot Of 4 ,False,,Brand New,0,2000
New Squishmallows Wicked Witch + Winged Monkey Select Series 2-Pack LE Bundle,False,,Brand New,925,2124
NWT Squishmallow Louie the Kentucky Derby Horse 8in Limited Edition Plush 2021,False,,Brand New,0,3749
"NWT 2.5"" Micromallow by Squishmallow - ""Avery the Mallard Duck""  MM2 #9-3",True,,Brand New,500,800
"NWT Caden The Horse 11"" Squishmallow Soft Plush RARE With Silver Tag",False,,Brand New,595,2795
"Squishmallow Kellytoy Perfect Pair 8"" Nedison as Peanut Butter NWT NEW Single",False,,Brand New,,1099
Squishmallow Easter Lot Of 4 NEW 2021,False,,Brand New,975,2249
"Squishmallow Kei The Spotted Cheetah With Furry Belly 12"" Soft Plush NEW",False,,Brand New,670,2500
"Original Squishmallows  Pokemon Bellibolt 20"" Large Plush NEW With Tags",True,,Brand New,,1998
Squishmallow Series 2 Squish-A-Longs Valentines Collectable,False,,Brand New,433,1800
